hue__tmp_padova_alternaria.id,hue__tmp_padova_alternaria.data,hue__tmp_padova_alternaria.aceraceae,hue__tmp_padova_alternaria.alternaria,hue__tmp_padova_alternaria.altripollini,hue__tmp_padova_alternaria.alnus,hue__tmp_padova_alternaria.ambrosia,hue__tmp_padova_alternaria.artemisia,hue__tmp_padova_alternaria.betulaceae,hue__tmp_padova_alternaria.betula,hue__tmp_padova_alternaria.compositae,hue__tmp_padova_alternaria.corylaceae,hue__tmp_padova_alternaria.cupressaceaetaxaceae,hue__tmp_padova_alternaria.carpinus,hue__tmp_padova_alternaria.castaneasativa,hue__tmp_padova_alternaria.fagaceae,hue__tmp_padova_alternaria.fagussylvatica,hue__tmp_padova_alternaria.gramineae,hue__tmp_padova_alternaria.oleaceae,hue__tmp_padova_alternaria.pinaceae,hue__tmp_padova_alternaria.plantaginaceae,hue__tmp_padova_alternaria.platanaceae,hue__tmp_padova_alternaria.populus,hue__tmp_padova_alternaria.quercus,hue__tmp_padova_alternaria.salicaceae,hue__tmp_padova_alternaria.salix,hue__tmp_padova_alternaria.ulmaceae,hue__tmp_padova_alternaria.urticaceae,hue__tmp_padova_alternaria.tmed,hue__tmp_padova_alternaria.tmin,hue__tmp_padova_alternaria.tmax,hue__tmp_padova_alternaria.precipitazione,hue__tmp_padova_alternaria.umin,hue__tmp_padova_alternaria.umax,hue__tmp_padova_alternaria.classalternaria
216,2014-09-06,0.0,NULL,3.0,0.0,24.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,21.5,17.3,27.2,0.0,49.0,100.0,Hello World!
217,2014-09-07,0.0,NULL,5.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,21.6,18.8,25.5,0.0,48.0,90.0,Hello World!
218,2014-09-08,0.0,NULL,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,21.8,17.3,27.9,0.0,49.0,100.0,Hello World!
221,2014-09-11,0.0,NULL,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,18.7,16.2,22.7,2.4,51.0,100.0,Hello World!
225,2014-09-15,0.0,NULL,5.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,19.5,15.6,24.4,0.0,56.0,98.0,Hello World!
226,2014-09-16,0.0,NULL,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,20.0,16.2,25.2,0.0,50.0,100.0,Hello World!
227,2014-09-17,0.0,NULL,1.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,19.8,16.8,24.1,0.0,49.0,91.0,Hello World!
480,2015-07-15,0.0,NULL,16.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.3,23.5,33.0,0.0,45.0,83.0,Hello World!
500,2015-08-06,0.0,NULL,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,29.1,22.9,35.0,0.0,30.0,76.0,Hello World!
501,2015-08-07,0.0,NULL,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,29.8,25.1,35.0,0.0,32.0,68.0,Hello World!
502,2015-08-08,0.0,NULL,4.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,29.9,26.0,35.3,0.0,33.0,67.0,Hello World!
503,2015-08-09,0.0,NULL,14.0,0.0,7.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,29.0,23.9,34.9,0.0,32.0,65.0,Hello World!
504,2015-08-10,0.0,NULL,18.0,0.0,11.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,27.1,22.1,33.5,0.0,26.0,73.0,Hello World!
505,2015-08-11,0.0,NULL,10.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,27.0,20.4,33.3,0.0,30.0,78.0,Hello World!
506,2015-08-12,0.0,NULL,18.0,0.0,9.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,28.6,22.5,35.5,0.0,22.0,64.0,Hello World!
507,2015-08-13,0.0,NULL,20.0,0.0,15.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,28.9,22.3,35.9,0.0,24.0,61.0,Hello World!
508,2015-08-14,0.0,NULL,17.0,0.0,5.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.6,23.2,34.4,0.0,27.0,71.0,Hello World!
509,2015-08-15,0.0,NULL,27.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,19.7,30.1,2.2,44.0,92.0,Hello World!
510,2015-08-16,0.0,NULL,12.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.9,20.1,24.3,0.2,61.0,90.0,Hello World!
511,2015-08-17,0.0,NULL,19.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.9,19.8,27.7,0.2,52.0,86.0,Hello World!
518,2015-08-24,0.0,NULL,21.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.3,18.1,22.2,4.4,70.0,95.0,Hello World!
520,2015-08-26,0.0,NULL,27.0,0.0,11.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,23.5,19.5,29.0,0.0,45.0,81.0,Hello World!
522,2015-08-28,0.0,NULL,23.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,24.9,19.6,31.5,0.0,41.0,92.0,Hello World!
524,2015-08-30,0.0,NULL,18.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,26.8,20.9,34.0,0.0,34.0,84.0,Hello World!
525,2015-08-31,0.0,NULL,14.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,25.7,21.0,31.7,0.0,56.0,92.0,Hello World!
526,2015-09-01,0.0,NULL,12.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,26.1,22.2,32.2,0.0,30.0,98.0,Hello World!
527,2015-09-02,0.0,NULL,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,23.9,20.2,29.4,0.0,43.0,94.0,Hello World!
528,2015-09-03,0.0,NULL,14.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,24.3,20.4,28.9,0.0,31.0,82.0,Hello World!
529,2015-09-04,0.0,NULL,10.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,23.5,18.8,29.3,0.0,36.0,81.0,Hello World!
530,2015-09-05,0.0,NULL,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,19.9,15.9,25.6,3.6,48.0,93.0,Hello World!
531,2015-09-06,0.0,NULL,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,18.6,13.5,24.6,0.0,32.0,87.0,Hello World!
532,2015-09-07,0.0,NULL,7.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,19.0,15.8,23.4,0.0,37.0,74.0,Hello World!
533,2015-09-08,0.0,NULL,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,18.7,14.1,23.9,0.0,40.0,74.0,Hello World!
534,2015-09-09,0.0,NULL,5.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.9,15.1,23.2,0.0,37.0,75.0,Hello World!
535,2015-09-10,0.0,NULL,10.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,19.5,16.8,23.4,0.0,31.0,58.0,Hello World!
536,2015-09-11,0.0,NULL,9.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,18.9,14.9,23.6,0.0,37.0,79.0,Hello World!
537,2015-09-12,0.0,NULL,1.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.7,14.0,25.6,0.0,48.0,89.0,Hello World!
540,2015-09-15,0.0,NULL,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,22.0,18.8,27.2,0.0,45.0,95.0,Hello World!
541,2015-09-16,0.0,NULL,13.0,0.0,6.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,22.7,18.4,27.3,0.0,66.0,89.0,Hello World!
542,2015-09-17,0.0,NULL,10.0,0.0,5.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,23.4,20.0,28.0,0.0,52.0,97.0,Hello World!
544,2015-09-19,0.0,NULL,13.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,20.6,15.6,27.2,0.0,41.0,80.0,Hello World!
545,2015-09-20,0.0,NULL,6.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.3,18.2,26.2,0.0,39.0,77.0,Hello World!
546,2015-09-21,0.0,NULL,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,16.9,23.9,0.0,35.0,66.0,Hello World!
547,2015-09-22,0.0,NULL,6.0,0.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.6,14.3,22.5,0.0,38.0,71.0,Hello World!
555,2015-09-30,0.0,NULL,8.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.2,12.5,18.6,0.0,33.0,60.0,Hello World!
556,2015-10-01,0.0,NULL,8.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.2,12.6,17.7,0.0,45.0,59.0,Hello World!
583,2015-10-28,0.0,NULL,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,11.8,13.4,3.8,81.0,97.0,Hello World!
811,2016-07-31,0.0,NULL,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,0.0,13.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.7,22.4,30.0,0.4,52.0,80.0,Hello World!
812,2016-08-01,0.0,NULL,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,23.9,20.5,27.1,1.2,49.0,96.0,Hello World!
814,2016-08-03,0.0,NULL,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.3,20.0,31.2,0.0,48.0,83.0,Hello World!
818,2016-08-07,0.0,NULL,12.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,24.7,18.9,29.4,0.0,33.0,77.0,Hello World!
824,2016-08-13,0.0,NULL,18.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,21.9,16.3,27.7,0.0,44.0,85.0,Hello World!
827,2016-08-16,0.0,NULL,104.0,0.0,2.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,24.8,19.5,30.8,0.0,45.0,82.0,Hello World!
833,2016-08-22,0.0,NULL,23.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,21.6,16.4,27.7,0.0,32.0,84.0,Hello World!
834,2016-08-23,0.0,NULL,32.0,0.0,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,22.5,16.8,28.1,0.0,36.0,85.0,Hello World!
835,2016-08-24,0.0,NULL,54.0,0.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,23.1,17.3,28.3,0.0,45.0,83.0,Hello World!
839,2016-08-30,0.0,NULL,35.0,0.0,15.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,24.7,22.0,28.6,0.0,46.0,75.0,Hello World!
840,2016-08-31,0.0,NULL,37.0,0.0,39.0,5.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,23.6,20.1,27.9,0.0,39.0,74.0,Hello World!
841,2016-09-01,0.0,NULL,39.0,0.0,22.0,6.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,24.1,18.4,29.7,0.0,44.0,80.0,Hello World!
842,2016-09-02,0.0,NULL,19.0,0.0,14.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,25.0,20.8,29.9,0.0,46.0,89.0,Hello World!
843,2016-09-03,0.0,NULL,18.0,0.0,9.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,24.9,20.3,31.2,0.0,42.0,85.0,Hello World!
844,2016-09-04,0.0,NULL,13.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,25.3,20.1,31.1,0.0,42.0,88.0,Hello World!
845,2016-09-05,0.0,NULL,5.0,0.0,10.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,22.6,19.0,27.1,0.0,54.0,88.0,Hello World!
847,2016-09-07,0.0,NULL,7.0,0.0,10.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.1,16.8,29.5,0.0,39.0,80.0,Hello World!
848,2016-09-08,0.0,NULL,4.0,0.0,25.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,23.8,18.5,28.6,0.0,41.0,77.0,Hello World!
849,2016-09-09,0.0,NULL,8.0,0.0,35.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,24.7,19.4,30.2,0.0,35.0,77.0,Hello World!
850,2016-09-10,0.0,NULL,7.0,0.0,20.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.2,19.7,30.8,0.0,38.0,72.0,Hello World!
851,2016-09-11,0.0,NULL,8.0,0.0,24.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.5,20.5,29.6,0.0,43.0,76.0,Hello World!
852,2016-09-12,0.0,NULL,8.0,0.0,23.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.9,20.0,31.0,0.0,41.0,77.0,Hello World!
853,2016-09-13,0.0,NULL,3.0,0.0,19.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,24.2,19.5,30.9,0.0,40.0,85.0,Hello World!
854,2016-09-14,0.0,NULL,2.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,24.1,19.1,30.5,0.0,43.0,91.0,Hello World!
855,2016-09-15,0.0,NULL,3.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.1,18.0,23.2,35.8,82.0,99.0,Hello World!
857,2016-09-17,0.0,NULL,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.1,16.8,24.9,2.6,47.0,100.0,Hello World!
