hue__tmp_padova_plantaginaceae.id,hue__tmp_padova_plantaginaceae.data,hue__tmp_padova_plantaginaceae.aceraceae,hue__tmp_padova_plantaginaceae.alternaria,hue__tmp_padova_plantaginaceae.altripollini,hue__tmp_padova_plantaginaceae.alnus,hue__tmp_padova_plantaginaceae.ambrosia,hue__tmp_padova_plantaginaceae.artemisia,hue__tmp_padova_plantaginaceae.betulaceae,hue__tmp_padova_plantaginaceae.betula,hue__tmp_padova_plantaginaceae.compositae,hue__tmp_padova_plantaginaceae.corylaceae,hue__tmp_padova_plantaginaceae.cupressaceaetaxaceae,hue__tmp_padova_plantaginaceae.carpinus,hue__tmp_padova_plantaginaceae.castaneasativa,hue__tmp_padova_plantaginaceae.fagaceae,hue__tmp_padova_plantaginaceae.fagussylvatica,hue__tmp_padova_plantaginaceae.gramineae,hue__tmp_padova_plantaginaceae.oleaceae,hue__tmp_padova_plantaginaceae.pinaceae,hue__tmp_padova_plantaginaceae.plantaginaceae,hue__tmp_padova_plantaginaceae.platanaceae,hue__tmp_padova_plantaginaceae.populus,hue__tmp_padova_plantaginaceae.quercus,hue__tmp_padova_plantaginaceae.salicaceae,hue__tmp_padova_plantaginaceae.salix,hue__tmp_padova_plantaginaceae.ulmaceae,hue__tmp_padova_plantaginaceae.urticaceae,hue__tmp_padova_plantaginaceae.tmed,hue__tmp_padova_plantaginaceae.tmin,hue__tmp_padova_plantaginaceae.tmax,hue__tmp_padova_plantaginaceae.precipitazione,hue__tmp_padova_plantaginaceae.umin,hue__tmp_padova_plantaginaceae.umax,hue__tmp_padova_plantaginaceae.classplantaginaceae
71,2014-04-02,29.0,11.0,136.0,0.0,0.0,0.0,35.0,35.0,0.0,122.0,18.0,122.0,0.0,70.0,0.0,23.0,22.0,0.0,0.0,626.0,9.0,70.0,57.0,48.0,1.0,187.0,14.7,9.7,20.2,0.0,45.0,99.0,assente
72,2014-04-03,8.0,6.0,32.0,0.0,0.0,0.0,5.0,5.0,0.0,77.0,85.0,77.0,0.0,36.0,0.0,24.0,11.0,4.0,0.0,190.0,8.0,36.0,28.0,20.0,3.0,251.0,13.6,11.1,16.5,0.0,74.0,100.0,assente
73,2014-04-04,8.0,4.0,39.0,0.0,0.0,0.0,16.0,16.0,0.0,36.0,279.0,36.0,0.0,53.0,2.0,4.0,2.0,23.0,0.0,352.0,5.0,51.0,34.0,29.0,0.0,431.0,14.2,11.3,17.4,0.2,58.0,100.0,assente
74,2014-04-05,9.0,1.0,15.0,0.0,0.0,0.0,41.0,41.0,0.0,101.0,22.0,101.0,0.0,21.0,0.0,13.0,6.0,5.0,0.0,206.0,7.0,21.0,17.0,10.0,0.0,350.0,15.3,13.1,18.5,1.0,57.0,94.0,assente
75,2014-04-06,2.0,1.0,16.0,0.0,0.0,0.0,29.0,29.0,0.0,49.0,4.0,49.0,0.0,18.0,0.0,31.0,7.0,2.0,0.0,226.0,0.0,18.0,7.0,7.0,0.0,377.0,17.0,11.2,23.1,0.0,39.0,98.0,assente
76,2014-04-07,18.0,8.0,15.0,1.0,0.0,0.0,35.0,35.0,0.0,58.0,6.0,58.0,0.0,17.0,0.0,38.0,8.0,1.0,0.0,341.0,1.0,17.0,16.0,15.0,3.0,447.0,17.9,12.1,23.9,0.0,35.0,95.0,assente
77,2014-04-08,43.0,11.0,18.0,0.0,0.0,0.0,12.0,12.0,0.0,97.0,27.0,97.0,0.0,21.0,0.0,42.0,17.0,4.0,0.0,269.0,0.0,21.0,21.0,21.0,1.0,375.0,17.6,12.6,23.5,0.0,41.0,88.0,assente
78,2014-04-09,35.0,13.0,28.0,0.0,0.0,0.0,27.0,27.0,0.0,49.0,25.0,49.0,0.0,81.0,0.0,59.0,18.0,8.0,0.0,371.0,1.0,81.0,15.0,14.0,0.0,267.0,15.9,11.5,19.9,0.0,40.0,92.0,assente
79,2014-04-10,16.0,5.0,18.0,0.0,0.0,0.0,27.0,27.0,0.0,72.0,25.0,72.0,0.0,35.0,2.0,46.0,16.0,3.0,1.0,165.0,3.0,34.0,15.0,12.0,1.0,590.0,14.6,9.8,21.6,0.0,33.0,98.0,medio
80,2014-04-11,32.0,2.0,15.0,0.0,0.0,0.0,21.0,21.0,0.0,49.0,10.0,49.0,0.0,37.0,0.0,36.0,6.0,1.0,0.0,56.0,4.0,37.0,13.0,9.0,1.0,297.0,13.9,10.7,18.1,0.0,49.0,95.0,assente
81,2014-04-12,35.0,1.0,10.0,1.0,0.0,0.0,18.0,17.0,0.0,38.0,29.0,38.0,0.0,15.0,0.0,20.0,7.0,2.0,0.0,119.0,2.0,15.0,3.0,1.0,0.0,488.0,14.7,10.3,19.0,0.0,42.0,100.0,assente
82,2014-04-13,37.0,2.0,12.0,0.0,0.0,0.0,16.0,16.0,0.0,20.0,51.0,20.0,0.0,12.0,0.0,51.0,9.0,1.0,0.0,62.0,1.0,12.0,3.0,2.0,0.0,788.0,14.1,11.3,18.2,0.0,49.0,100.0,assente
83,2014-04-14,21.0,6.0,18.0,0.0,0.0,0.0,44.0,44.0,0.0,35.0,18.0,35.0,0.0,35.0,1.0,63.0,17.0,0.0,0.0,235.0,0.0,35.0,3.0,3.0,0.0,409.0,16.1,9.9,23.0,0.0,42.0,100.0,assente
84,2014-04-15,17.0,5.0,55.0,0.0,0.0,0.0,22.0,22.0,0.0,76.0,16.0,76.0,0.0,22.0,0.0,108.0,8.0,1.0,0.0,124.0,1.0,22.0,7.0,6.0,0.0,413.0,14.2,10.8,17.6,0.0,30.0,90.0,assente
85,2014-04-16,13.0,2.0,25.0,0.0,0.0,0.0,7.0,7.0,0.0,32.0,15.0,32.0,0.0,17.0,0.0,34.0,10.0,1.0,0.0,27.0,2.0,17.0,4.0,2.0,0.0,354.0,13.0,7.4,18.0,0.0,14.0,78.0,assente
86,2014-04-17,5.0,3.0,28.0,0.0,0.0,0.0,5.0,5.0,0.0,19.0,2.0,19.0,0.0,8.0,0.0,97.0,12.0,0.0,0.0,44.0,3.0,8.0,3.0,0.0,0.0,218.0,13.7,7.5,19.9,0.0,14.0,63.0,assente
87,2014-04-18,10.0,9.0,14.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,4.0,16.0,0.0,5.0,0.0,185.0,18.0,0.0,0.0,9.0,1.0,5.0,3.0,2.0,0.0,385.0,14.0,8.3,19.1,0.0,25.0,73.0,assente
88,2014-04-19,18.0,4.0,119.0,0.0,0.0,0.0,7.0,7.0,1.0,37.0,9.0,37.0,0.0,22.0,0.0,125.0,10.0,3.0,0.0,47.0,6.0,22.0,11.0,5.0,0.0,247.0,14.8,11.9,18.2,0.0,44.0,84.0,assente
89,2014-04-20,4.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,6.0,0.0,6.0,0.0,67.0,5.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,157.0,14.2,10.7,18.5,0.0,53.0,96.0,assente
90,2014-04-21,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,9.0,0.0,5.0,1.0,1.0,0.0,65.0,13.0,11.7,15.5,4.0,79.0,100.0,assente
91,2014-04-22,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,10.0,0.0,18.0,3.0,4.0,0.0,32.0,1.0,10.0,1.0,0.0,0.0,368.0,15.2,11.0,20.2,0.2,59.0,100.0,assente
92,2014-04-23,8.0,18.0,29.0,0.0,0.0,0.0,4.0,4.0,0.0,44.0,9.0,44.0,0.0,20.0,0.0,354.0,0.0,9.0,1.0,14.0,0.0,20.0,0.0,0.0,1.0,77.0,17.0,12.0,23.0,0.0,46.0,100.0,medio
93,2014-04-24,8.0,29.0,46.0,1.0,0.0,0.0,5.0,4.0,0.0,59.0,5.0,59.0,0.0,16.0,0.0,230.0,6.0,15.0,1.0,28.0,0.0,16.0,0.0,0.0,0.0,162.0,18.8,14.3,24.6,0.0,35.0,77.0,medio
94,2014-04-28,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,25.0,14.9,12.7,17.9,0.6,71.0,100.0,assente
351,2015-03-05,2.0,2.0,11.0,25.0,0.0,0.0,25.0,0.0,0.0,14.0,142.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,29.0,0.0,31.0,2.0,22.0,0.0,9.6,6.4,13.5,0.0,22.0,80.0,assente
352,2015-03-06,2.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,93.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,105.0,0.0,108.0,3.0,12.0,0.0,7.3,2.9,13.0,0.0,24.0,74.0,assente
354,2015-03-08,2.0,0.0,7.0,10.0,0.0,0.0,10.0,0.0,0.0,7.0,106.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,19.0,0.0,8.5,3.1,13.6,0.0,32.0,82.0,assente
356,2015-03-10,2.0,0.0,2.0,17.0,0.0,0.0,17.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,24.0,0.0,25.0,1.0,31.0,0.0,8.9,3.5,15.2,0.0,39.0,88.0,assente
357,2015-03-11,5.0,1.0,12.0,7.0,0.0,0.0,14.0,7.0,0.0,11.0,185.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,18.0,0.0,9.9,5.3,15.9,0.0,43.0,93.0,assente
358,2015-03-12,2.0,2.0,7.0,13.0,0.0,0.0,18.0,5.0,0.0,6.0,132.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,14.0,1.0,8.0,0.0,9.7,3.9,15.5,0.0,28.0,100.0,assente
361,2015-03-15,2.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,10.0,0.0,9.2,5.2,12.8,0.0,45.0,100.0,assente
364,2015-03-18,2.0,1.0,1.0,22.0,0.0,0.0,24.0,2.0,0.0,6.0,74.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,9.0,4.0,4.0,0.0,11.5,7.1,16.7,0.0,37.0,98.0,assente
365,2015-03-19,6.0,2.0,2.0,6.0,0.0,0.0,7.0,1.0,0.0,14.0,39.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,1.0,0.0,11.3,5.8,17.0,0.0,39.0,100.0,assente
366,2015-03-20,5.0,2.0,6.0,5.0,0.0,0.0,10.0,5.0,0.0,16.0,25.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,23.0,0.0,24.0,1.0,2.0,1.0,11.0,6.8,17.1,0.0,47.0,98.0,assente
368,2015-03-22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,9.6,8.0,12.8,4.8,70.0,100.0,assente
369,2015-03-23,11.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,27.0,0.0,32.0,5.0,4.0,0.0,11.4,6.6,17.2,0.0,40.0,97.0,assente
370,2015-03-24,51.0,2.0,6.0,2.0,0.0,0.0,5.0,3.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,37.0,0.0,38.0,1.0,0.0,0.0,11.6,6.8,16.5,0.0,41.0,100.0,assente
371,2015-03-25,6.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,25.0,0.0,26.0,1.0,1.0,9.0,11.1,10.1,12.9,30.8,69.0,100.0,assente
373,2015-03-27,29.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,19.0,0.0,30.0,11.0,2.0,0.0,11.9,7.9,16.7,2.4,42.0,100.0,assente
374,2015-03-28,39.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,12.1,5.3,18.1,0.0,32.0,100.0,assente
375,2015-03-29,18.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,2.0,22.0,0.0,24.0,2.0,1.0,2.0,11.7,7.0,16.9,0.0,37.0,100.0,assente
376,2015-03-30,15.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,24.0,3.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,14.0,0.0,18.0,4.0,0.0,1.0,12.9,7.7,20.1,0.0,42.0,100.0,assente
377,2015-03-31,8.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.0,0.0,1.0,0.0,4.0,17.0,0.0,0.0,3.0,13.0,1.0,13.0,0.0,0.0,2.0,13.7,9.0,20.5,0.0,51.0,100.0,assente
378,2015-04-01,6.0,4.0,4.0,1.0,0.0,0.0,10.0,9.0,0.0,12.0,13.0,12.0,0.0,4.0,0.0,19.0,19.0,0.0,0.0,1.0,43.0,4.0,44.0,1.0,0.0,2.0,14.9,9.8,20.9,0.0,11.0,100.0,assente
379,2015-04-02,14.0,4.0,7.0,2.0,0.0,0.0,6.0,4.0,0.0,9.0,12.0,9.0,0.0,6.0,0.0,18.0,12.0,1.0,0.0,94.0,28.0,6.0,28.0,0.0,0.0,1.0,13.1,7.4,18.6,0.0,27.0,100.0,assente
380,2015-04-03,8.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,8.0,6.0,0.0,7.0,0.0,6.0,12.0,1.0,0.0,188.0,11.0,7.0,14.0,3.0,0.0,2.0,11.9,7.1,16.1,0.0,28.0,100.0,assente
381,2015-04-04,5.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,9.8,7.6,11.5,0.6,53.0,100.0,assente
382,2015-04-05,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,3.0,8.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,4.0,14.0,7.0,15.0,1.0,0.0,0.0,10.1,7.1,14.7,0.0,37.0,100.0,assente
383,2015-04-06,6.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,8.0,1.0,8.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,55.0,2.0,1.0,2.0,0.0,0.0,1.0,9.5,4.0,14.4,0.0,21.0,70.0,assente
384,2015-04-07,3.0,1.0,7.0,3.0,0.0,0.0,6.0,3.0,0.0,12.0,2.0,12.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,37.0,11.0,2.0,13.0,2.0,0.0,2.0,10.5,3.8,16.7,0.0,18.0,87.0,assente
388,2015-04-11,2.0,0.0,32.0,0.0,0.0,0.0,3.0,3.0,0.0,27.0,3.0,27.0,0.0,9.0,0.0,21.0,9.0,0.0,0.0,158.0,17.0,9.0,31.0,15.0,0.0,7.0,13.9,8.5,20.6,0.0,45.0,100.0,assente
391,2015-04-14,2.0,7.0,41.0,2.0,0.0,0.0,19.0,18.0,0.0,54.0,24.0,54.0,0.0,35.0,0.0,31.0,57.0,1.0,0.0,239.0,2.0,35.0,34.0,32.0,0.0,48.0,17.2,12.9,23.0,0.0,40.0,90.0,assente
392,2015-04-15,2.0,4.0,27.0,0.0,0.0,0.0,16.0,16.0,0.0,65.0,6.0,65.0,0.0,16.0,0.0,21.0,32.0,0.0,0.0,154.0,3.0,16.0,25.0,22.0,0.0,40.0,17.0,11.2,23.6,0.0,40.0,100.0,assente
397,2015-04-20,3.0,3.0,20.0,1.0,0.0,0.0,5.0,4.0,0.0,5.0,1.0,5.0,0.0,12.0,0.0,36.0,42.0,0.0,0.0,18.0,0.0,12.0,12.0,12.0,0.0,149.0,13.8,7.4,20.6,0.0,33.0,81.0,assente
419,2015-05-12,2.0,21.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,35.0,0.0,117.0,47.0,31.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,17.0,20.9,15.6,25.8,0.0,33.0,89.0,assente
656,2016-02-20,2.0,1.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,27.0,187.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,20.0,0.0,8.4,4.4,12.8,0.4,36.0,95.0,assente
667,2016-03-02,2.0,4.0,0.0,50.0,0.0,0.0,51.0,1.0,0.0,53.0,190.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,14.0,0.0,9.9,6.0,14.1,0.0,56.0,98.0,assente
677,2016-03-12,3.0,0.0,1.0,7.0,0.0,0.0,9.0,1.0,0.0,5.0,59.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,13.0,5.0,6.0,0.0,12.3,8.8,16.1,0.0,44.0,79.0,assente
678,2016-03-13,5.0,1.0,1.0,15.0,0.0,0.0,17.0,2.0,0.0,5.0,72.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,36.0,0.0,38.0,2.0,7.0,0.0,11.3,8.4,15.4,0.0,39.0,68.0,assente
679,2016-03-14,8.0,4.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,2.0,0.0,10.3,6.6,14.4,0.0,40.0,72.0,assente
680,2016-03-15,6.0,3.0,1.0,14.0,0.0,0.0,17.0,2.0,0.0,8.0,17.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,31.0,0.0,36.0,5.0,5.0,0.0,7.7,3.6,11.8,0.8,53.0,91.0,assente
681,2016-03-16,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,44.0,0.0,47.0,2.0,3.0,0.0,8.2,5.1,11.8,0.0,41.0,86.0,assente
682,2016-03-17,14.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,50.0,0.0,53.0,2.0,2.0,0.0,10.2,7.2,15.1,0.0,41.0,76.0,assente
683,2016-03-18,18.0,5.0,7.0,5.0,0.0,0.0,8.0,2.0,0.0,16.0,67.0,11.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,3.0,0.0,10.6,5.1,17.0,0.0,37.0,85.0,assente
684,2016-03-19,23.0,2.0,5.0,3.0,0.0,0.0,6.0,3.0,0.0,29.0,67.0,19.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,4.0,0.0,11.0,5.2,17.8,0.0,45.0,100.0,assente
685,2016-03-20,40.0,2.0,7.0,4.0,0.0,0.0,5.0,1.0,0.0,33.0,35.0,25.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,30.0,0.0,34.0,4.0,2.0,0.0,12.0,7.3,17.3,0.0,49.0,100.0,assente
686,2016-03-21,83.0,1.0,8.0,4.0,0.0,0.0,5.0,1.0,0.0,19.0,19.0,16.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,0.0,12.5,9.0,17.6,0.0,56.0,100.0,assente
687,2016-03-22,39.0,4.0,5.0,1.0,0.0,0.0,6.0,4.0,0.0,55.0,18.0,53.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,31.0,0.0,33.0,2.0,3.0,0.0,13.1,10.0,17.6,0.0,43.0,97.0,assente
688,2016-03-23,23.0,2.0,11.0,13.0,0.0,0.0,14.0,1.0,0.0,46.0,20.0,43.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,29.0,0.0,30.0,0.0,5.0,0.0,10.9,7.4,14.9,0.0,36.0,69.0,assente
689,2016-03-24,6.0,4.0,2.0,5.0,0.0,0.0,11.0,6.0,0.0,16.0,9.0,14.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,19.0,0.0,19.0,0.0,3.0,0.0,10.7,4.8,15.9,0.0,33.0,79.0,assente
690,2016-03-25,14.0,1.0,8.0,5.0,0.0,0.0,10.0,4.0,0.0,18.0,8.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,0.0,10.8,7.1,14.3,0.0,50.0,78.0,assente
691,2016-03-26,7.0,2.0,14.0,4.0,0.0,0.0,10.0,5.0,0.0,24.0,8.0,24.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,39.0,1.0,40.0,1.0,0.0,0.0,11.0,6.9,16.7,0.0,48.0,85.0,assente
692,2016-03-27,2.0,1.0,2.0,1.0,0.0,0.0,11.0,10.0,0.0,15.0,10.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,1.0,0.0,10.8,5.8,15.1,0.0,59.0,99.0,assente
693,2016-03-28,9.0,2.0,5.0,2.0,0.0,0.0,15.0,13.0,0.0,24.0,6.0,23.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,18.0,0.0,18.0,0.0,0.0,0.0,12.3,10.1,15.5,0.0,61.0,97.0,assente
694,2016-04-05,2.0,22.0,23.0,0.0,0.0,0.0,31.0,31.0,0.0,327.0,246.0,327.0,0.0,59.0,0.0,3.0,10.0,1.0,0.0,233.0,4.0,59.0,20.0,17.0,4.0,11.0,15.7,10.4,22.0,0.0,56.0,99.0,assente
700,2016-04-11,2.0,39.0,70.0,0.0,0.0,0.0,116.0,116.0,0.0,500.0,48.0,500.0,0.0,42.0,0.0,45.0,4.0,3.0,0.0,202.0,6.0,42.0,35.0,29.0,1.0,93.0,16.2,10.0,22.6,0.0,37.0,100.0,assente
715,2016-04-26,2.0,6.0,12.0,0.0,0.0,0.0,23.0,23.0,0.0,92.0,3.0,92.0,0.0,10.0,5.0,169.0,14.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,24.0,10.8,7.2,13.9,0.2,59.0,91.0,assente
983,2017-03-04,2.0,6.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,124.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,1.0,1.0,9.9,7.8,12.2,1.2,85.0,100.0,assente
